date_time,   Speed,  Direc ,   Temp , Humidty
2003-10-01 00:00:00,0.8941,31,2.778,57
2003-10-01 01:00:00,0.447,45,1.6669999999999998,61
2003-10-01 02:00:00,0.447,35,0.0,65
2003-10-01 03:00:00,0.447,31,-0.5555,64
2003-10-01 04:00:00,0.447,36,-0.5555,63
2003-10-01 05:00:00,0.447,35,-1.666,64
2003-10-01 06:00:00,0.8941,20,-1.11,62
2003-10-01 07:00:00,0.8941,15,3.889,50
2003-10-01 08:00:00,1.341,147,13.89,22
2003-10-01 09:00:00,2.235,205,15.0,15
2003-10-01 10:00:00,1.788,138,16.67,13
2003-10-01 11:00:00,1.788,219,17.78,13
2003-10-01 12:00:00,2.235,217,18.33,12
2003-10-01 13:00:00,2.682,221,18.33,25
2003-10-01 14:00:00,2.235,216,16.11,34
2003-10-01 15:00:00,2.235,215,15.56,38
2003-10-01 16:00:00,1.788,256,14.44,41
2003-10-01 17:00:00,0.8941,210,10.0,56
2003-10-01 18:00:00,0.0,296,6.111000000000001,67
2003-10-01 19:00:00,0.0,1,3.889,73
2003-10-01 20:00:00,0.447,26,2.222,76
2003-10-01 21:00:00,0.8941,27,2.222,76
2003-10-01 22:00:00,0.447,21,1.111,80
2003-10-01 23:00:00,1.341,28,1.111,80
2003-10-02 00:00:00,0.447,32,-0.5555,81
2003-10-02 01:00:00,0.447,32,-0.5555,85
2003-10-02 02:00:00,0.8941,27,0.0,87
2003-10-02 03:00:00,0.447,35,-0.5555,85
2003-10-02 04:00:00,0.8941,22,-0.5555,84
2003-10-02 05:00:00,0.8941,27,-1.11,86
2003-10-02 06:00:00,0.8941,30,-1.11,88
2003-10-02 07:00:00,0.8941,25,3.333,72
2003-10-02 08:00:00,0.8941,86,13.33,36
2003-10-02 09:00:00,1.341,214,13.33,27
2003-10-02 10:00:00,0.8941,243,14.44,30
2003-10-02 11:00:00,1.788,223,15.56,27
2003-10-02 12:00:00,2.235,218,15.56,31
2003-10-02 13:00:00,1.788,213,13.89,33
2003-10-02 14:00:00,1.341,244,13.89,36
2003-10-02 15:00:00,1.341,221,13.89,35
2003-10-02 16:00:00,1.341,212,12.22,41
2003-10-02 17:00:00,0.8941,225,10.0,43
2003-10-02 18:00:00,0.0,13,6.111000000000001,53
2003-10-02 19:00:00,0.447,354,5.0,55
2003-10-02 20:00:00,0.447,6,5.0,54
2003-10-02 21:00:00,0.8941,24,4.444,57
2003-10-02 22:00:00,2.682,23,5.556,50
2003-10-02 23:00:00,1.788,21,4.444,57
2003-10-03 00:00:00,0.8941,28,2.778,63
